 Persistent EPS in the Last Four Seasons, Net Income to Total Assets, Per Share Net profit before tax (Yuan ¥), Net profit before tax/Paid-in capital, ROA(C) before interest and depreciation before interest, ROA(B) before interest and depreciation after tax, ROA(A) before interest and % after tax, Debt ratio %,Class
20,78,16,16,48,53,51,4,0
25,82,20,19,52,57,57,5,0
21,79,17,17,49,54,53,3,0
23,82,18,18,52,57,58,6,0
26,84,22,22,62,65,65,9,0
22,80,17,17,52,56,54,9,0
23,82,18,18,53,59,58,2,0
22,81,17,17,57,61,56,1,0
22,81,17,17,56,60,56,10,0
19,70,15,15,37,40,39,2,0
22,80,17,17,50,55,54,2,0
21,80,19,19,46,51,55,3,0
27,87,21,21,60,67,69,6,0
26,85,21,20,58,64,65,4,0
45,87,38,37,66,71,71,14,0
26,83,21,21,53,58,60,13,0
28,85,25,23,62,66,65,9,0
26,83,21,20,55,61,61,12,0
21,80,17,17,57,59,55,1,0
22,80,17,17,48,53,54,7,0
19,77,14,14,45,50,50,20,0
23,81,20,19,52,56,57,16,0
23,82,18,18,53,58,58,12,0
20,78,16,16,45,50,50,8,0
22,80,17,17,52,57,54,10,0
23,82,18,18,53,58,58,11,0
25,88,21,20,69,74,71,11,0
22,81,17,17,51,55,56,13,0
24,83,19,19,56,61,61,5,0
24,84,19,18,54,60,62,3,0
23,83,19,19,54,59,59,7,0
21,79,17,16,47,52,53,15,0
24,84,20,20,59,63,64,13,0
23,83,17,17,50,61,60,9,0
24,82,20,20,54,57,59,12,0
21,81,17,17,53,58,57,5,0
21,79,16,16,49,53,52,7,0
21,80,17,17,58,62,55,11,0
19,72,15,15,43,44,40,11,0
21,80,17,17,50,55,53,3,0
20,77,16,16,44,48,48,4,0
20,78,15,15,45,51,51,13,0
21,80,17,17,46,51,53,1,0
19,75,15,15,45,49,46,12,0
22,83,17,17,53,58,59,0,0
21,79,17,17,48,53,53,11,0
21,80,17,17,47,52,54,7,0
16,67,13,13,37,40,39,11,0
19,77,15,15,50,54,50,6,0
20,74,16,15,39,44,44,2,0
25,85,20,20,56,62,64,4,0
22,80,18,18,48,53,54,15,0
22,81,18,18,50,55,57,4,0
20,78,16,16,47,51,50,4,0
21,80,17,17,49,54,55,3,0
22,81,17,17,51,56,56,6,0
22,80,17,17,54,58,55,12,0
20,78,16,16,46,51,51,8,0
20,74,15,15,40,44,45,1,0
24,84,19,19,54,59,61,5,0
21,79,16,16,47,52,52,12,0
21,80,17,17,47,52,54,6,0
21,78,16,16,47,52,51,2,0
23,79,17,17,50,55,54,9,0
29,82,23,22,60,64,59,14,0
23,82,18,18,52,57,58,5,0
22,81,18,18,56,60,56,8,0
25,82,20,20,57,61,58,8,0
24,82,20,19,53,58,58,5,0
31,86,25,25,61,66,66,7,0
20,74,15,15,45,48,46,17,0
20,75,15,15,41,45,45,6,0
25,83,20,20,54,59,59,7,0
22,81,18,17,54,59,56,4,0
21,79,16,16,48,53,53,7,0
23,82,18,18,52,57,57,4,0
23,83,18,18,58,62,59,2,0
28,84,23,23,54,60,61,5,0
20,78,16,16,45,50,52,15,0
21,80,17,17,51,56,54,5,0
21,79,16,16,47,52,52,10,0
21,80,17,17,53,57,54,13,0
22,81,17,17,51,56,56,17,0
22,79,16,16,54,59,53,13,0
20,75,15,15,42,46,45,2,0
22,81,17,17,52,57,56,8,0
19,74,15,15,42,45,45,5,0
20,77,16,16,43,47,48,7,0
22,81,18,18,50,55,57,6,0
24,84,19,19,56,60,61,12,0
27,86,24,21,55,63,66,12,0
23,82,18,18,56,60,59,11,0
17,71,13,13,37,41,43,20,1
24,83,20,20,51,56,61,16,0
20,80,17,17,42,47,55,11,0
23,81,18,18,50,55,57,15,0
25,83,20,19,53,59,60,10,0
28,83,25,24,57,60,62,19,0
22,81,18,18,49,55,57,14,0
23,82,20,19,49,55,59,11,0
24,82,21,20,51,56,59,13,0
23,83,19,19,53,58,59,12,0
30,87,24,24,60,66,68,4,0
20,77,16,16,44,49,50,12,0
20,77,15,15,44,50,50,11,0
18,74,15,14,40,45,46,13,0
23,82,19,19,52,56,57,8,0
28,84,23,23,56,62,64,8,0
28,83,22,22,54,60,61,14,0
27,86,22,22,59,65,65,8,0
26,85,20,20,56,62,64,9,0
23,79,18,18,53,59,59,13,0
22,81,18,18,50,54,56,5,0
26,86,21,21,60,64,66,8,0
23,82,19,19,52,57,58,7,0
18,77,14,14,43,48,49,15,0
21,79,16,16,46,51,52,9,0
22,82,18,18,50,55,57,4,0
22,81,17,17,50,56,57,10,0
23,81,19,18,50,55,56,15,0
23,83,19,19,53,58,60,8,0
23,82,19,18,53,58,59,9,0
24,82,19,19,55,60,59,4,0
23,84,19,19,56,59,61,6,0
22,80,17,17,49,55,56,15,0
24,82,20,20,53,57,59,15,0
23,81,19,18,51,57,57,10,0
23,83,19,19,54,59,60,6,0
27,84,22,22,56,61,62,14,0
26,88,21,21,62,68,70,4,0
22,81,18,17,51,57,56,10,0
23,81,18,18,52,57,57,17,0
23,81,19,19,52,56,57,17,0
23,82,18,18,51,57,58,7,0
23,82,18,18,53,57,58,8,0
34,91,28,27,75,81,80,10,0
23,83,18,18,55,60,61,4,0
43,82,36,36,54,60,59,27,0
22,80,17,17,49,54,55,11,0
22,80,17,17,49,54,55,18,0
23,81,18,18,50,56,56,16,0
22,80,18,18,48,53,55,15,0
22,80,17,17,49,54,55,15,0
24,83,20,20,55,59,60,14,0
23,82,18,18,52,58,57,10,0
25,83,21,21,57,61,62,17,0
23,81,18,18,52,56,57,11,0
22,80,17,17,49,54,55,17,0
26,87,21,21,60,66,68,5,0
25,85,20,20,59,63,64,10,0
27,83,22,21,55,60,61,16,0
24,82,20,19,52,57,58,12,0
23,82,19,19,52,57,59,9,0
25,86,21,21,63,66,66,8,0
23,81,18,18,50,55,57,17,0
23,81,17,17,53,59,56,8,0
29,84,25,25,57,61,62,18,0
23,83,19,19,54,59,61,10,0
21,80,18,17,48,53,55,15,0
21,79,16,16,42,51,52,8,0
24,82,20,20,57,61,62,14,0
23,81,18,18,51,57,58,9,0
26,83,29,21,56,61,62,15,0
22,82,16,16,47,58,59,13,0
21,78,16,16,45,51,51,12,0
26,83,21,21,54,60,60,13,0
29,85,25,25,59,63,64,8,0
20,77,16,16,43,49,49,13,0
26,83,23,22,56,59,61,15,0
21,79,17,17,49,54,54,7,0
19,74,15,14,39,44,43,10,0
21,79,17,17,49,54,53,9,0
23,84,19,19,55,61,62,4,0
20,78,16,16,47,52,53,22,0
19,75,14,14,39,45,46,13,0
20,77,15,15,45,49,50,21,1
25,83,20,20,54,59,61,11,0
24,82,19,19,51,56,58,13,0
20,77,16,16,43,47,50,12,0
25,83,20,20,53,58,59,14,0
23,81,19,18,50,55,57,13,0
22,80,17,17,47,52,54,11,0
22,81,17,17,49,54,55,12,0
18,77,15,15,42,47,49,14,0
23,81,20,20,48,53,57,14,0
22,80,18,18,48,54,55,18,0
26,81,21,21,51,56,58,13,0
18,74,15,15,37,41,45,8,0
20,78,16,16,44,49,50,11,0
19,76,15,15,43,48,49,12,0
24,82,19,19,52,57,58,11,0
23,80,18,18,49,54,55,12,0
22,80,18,18,47,53,54,14,0
24,84,19,19,54,59,60,3,0
24,81,20,20,50,55,57,16,0
22,81,18,18,50,55,56,14,0
24,85,19,19,56,61,63,6,0
26,84,21,21,56,61,63,4,0
24,83,20,20,53,58,59,5,0
22,81,18,18,50,55,56,16,0
21,80,17,17,47,53,54,6,0
24,83,19,18,52,58,60,8,0
20,75,16,16,41,46,47,8,0
21,79,17,17,48,53,54,21,0
22,81,17,17,50,55,56,7,0
19,76,15,15,43,48,48,15,0
34,88,27,27,63,70,72,6,0
23,83,19,18,53,57,59,10,0
23,81,19,19,50,55,57,15,0
21,79,17,16,47,52,53,17,0
21,79,16,16,47,52,53,17,0
24,85,19,19,55,60,62,3,0
16,72,13,13,37,41,43,20,0
21,79,16,16,47,53,53,5,0
25,83,21,20,54,58,59,15,0
22,80,18,18,49,54,55,17,0
22,80,18,18,48,53,54,22,0
24,83,19,19,53,59,60,8,0
21,79,17,17,48,53,54,13,0
25,86,20,20,60,66,66,3,0
22,82,18,17,51,56,58,3,0
29,86,24,24,60,63,65,12,0
29,90,25,25,68,70,71,7,0
23,81,18,18,50,56,57,11,0
23,81,19,18,50,56,57,14,0
21,80,17,17,49,53,54,10,0
24,83,19,19,53,59,61,13,0
24,81,20,20,52,56,57,21,0
25,82,20,20,52,57,59,10,0
22,80,17,17,49,55,55,12,0
22,82,18,18,51,56,57,9,0
26,86,21,21,61,65,66,7,0
23,81,18,18,50,56,57,13,0
25,83,21,21,55,59,61,14,0
27,83,22,22,56,62,62,16,0
24,84,20,19,54,59,60,12,0
24,84,19,19,55,62,63,8,0
23,81,19,18,50,54,55,20,0
47,91,44,44,75,75,77,10,0
26,83,21,21,54,60,61,18,0
22,81,17,17,50,56,56,8,0
23,82,18,18,53,59,59,10,0
22,81,17,17,49,55,56,8,0
23,82,18,18,51,56,57,14,0
18,72,13,14,34,40,40,13,0
22,80,17,17,48,54,54,13,0
26,82,21,21,53,59,59,17,0
21,80,17,17,47,52,53,16,0
14,73,11,11,39,44,45,28,0
22,80,17,17,50,54,55,7,0
24,84,20,20,55,59,61,12,0
21,80,17,17,47,52,53,3,0
21,79,16,16,47,52,52,14,0
21,79,16,16,46,51,53,11,0
24,85,19,19,55,61,62,4,0
26,86,21,21,57,63,64,6,0
22,80,18,17,48,53,54,10,0
29,84,25,25,57,61,63,11,0
22,80,17,17,49,54,55,15,0
22,81,18,17,50,55,55,4,0
18,77,14,14,43,48,49,21,0
28,89,23,23,67,69,71,6,0
23,80,18,18,49,54,55,18,0
24,84,20,19,55,61,62,9,0
22,81,18,18,50,54,55,15,0
26,83,21,21,52,57,59,14,0
20,78,16,16,45,50,51,16,0
26,85,21,21,57,63,64,6,0
18,77,14,14,43,48,49,17,0
19,74,14,14,41,45,45,14,0
24,82,19,19,51,56,57,11,0
22,81,18,17,50,55,55,4,0
27,86,23,23,60,63,65,6,0
24,82,19,19,55,60,58,13,0
25,83,20,20,52,57,58,12,0
25,85,20,20,57,62,64,6,0
27,86,22,22,59,64,66,9,0
30,89,25,25,67,70,71,7,0
22,81,17,17,51,58,57,8,0
23,82,19,19,54,58,58,8,0
23,82,18,18,51,56,57,13,0
22,80,18,17,50,54,55,13,0
22,80,17,17,47,52,54,15,0
32,86,26,25,59,65,67,11,0
18,78,16,16,40,43,50,21,0
17,72,14,14,40,43,44,19,1
24,83,20,19,53,58,59,9,0
24,82,19,19,51,56,57,11,0
21,79,17,16,47,52,53,10,0
25,82,20,20,52,57,58,15,0
23,81,19,18,49,54,56,15,0
20,78,16,16,44,49,50,10,0
22,82,18,18,52,56,57,9,0
10,68,8,8,30,34,35,22,0
24,82,20,20,49,54,57,13,0
23,81,19,18,50,55,57,16,0
26,81,22,22,50,55,57,16,0
19,74,15,15,39,44,46,6,0
20,80,17,16,44,48,53,11,0
19,73,15,15,40,44,44,13,0
24,83,20,20,53,57,59,11,0
21,79,17,17,46,52,53,9,0
22,80,18,18,47,53,54,14,0
23,81,18,18,50,56,56,4,0
24,81,20,20,50,55,57,17,0
24,84,20,19,54,59,61,10,0
23,84,19,19,55,60,61,3,0
27,85,22,22,56,61,63,3,0
25,84,21,21,56,60,61,4,0
22,81,18,18,51,55,57,13,0
21,79,17,16,47,52,53,4,0
24,83,19,19,53,59,60,7,0
20,74,15,15,41,46,45,12,0
22,80,17,17,48,53,54,23,0
23,83,19,18,53,58,59,6,0
18,71,14,14,38,43,42,15,0
36,89,29,29,65,71,73,0,0
23,83,19,19,53,57,59,10,0
22,80,18,17,48,54,55,12,0
22,80,17,17,48,53,55,14,0
19,78,15,15,44,49,51,19,0
24,84,19,19,55,61,62,3,0
18,72,13,13,40,45,44,20,0
21,79,17,16,47,52,53,6,0
26,83,21,21,54,59,60,14,0
22,80,17,17,48,54,54,18,0
23,80,18,18,49,54,55,20,0
26,86,21,21,59,63,65,6,0
22,80,17,17,49,54,55,12,0
21,80,17,17,49,54,54,3,0
22,81,17,17,49,54,55,3,0
26,83,23,22,56,60,62,11,0
29,89,25,25,67,70,71,6,0
22,81,17,17,49,54,55,5,0
25,82,21,20,53,57,59,14,0
27,86,22,22,63,68,69,12,0
22,81,17,17,48,54,56,9,0
25,81,21,21,52,56,58,21,0
24,81,19,19,51,55,57,13,0
19,76,15,15,44,48,47,12,0
22,82,18,18,50,54,57,6,0
27,87,22,22,62,66,68,7,0
22,80,17,17,48,54,55,10,0
24,82,19,19,51,56,57,12,0
28,84,23,22,57,62,64,12,0
24,82,20,19,54,58,59,14,0
24,84,19,19,56,61,63,7,0
22,80,18,18,48,53,54,22,0
44,90,41,41,71,71,73,6,0
26,85,21,21,57,63,64,12,0
25,84,21,21,59,63,64,14,0
26,87,21,21,59,65,68,8,0
24,83,19,19,54,59,61,8,0
24,83,19,18,52,59,60,8,0
23,81,18,18,51,56,57,12,0
21,80,17,17,51,54,55,12,0
21,80,17,17,47,53,54,13,0
26,83,21,21,53,58,60,11,0
21,80,17,17,45,50,54,13,0
16,76,12,12,41,46,47,29,0
23,82,18,18,52,57,58,6,0
25,84,21,20,56,61,62,11,0
19,75,15,15,41,46,48,2,0
21,79,17,16,46,51,53,12,0
26,86,21,21,61,64,66,11,0
24,84,19,19,56,60,62,8,0
28,87,23,23,61,66,68,5,0
22,80,17,17,48,53,54,9,0
29,84,26,26,57,60,62,11,0
23,81,18,18,50,56,57,14,0
24,84,20,20,58,62,62,4,0
17,74,14,14,41,45,47,19,0
26,87,22,22,62,65,67,6,0
23,80,18,18,49,54,55,18,0
24,84,19,19,55,60,61,6,0
19,76,15,15,43,47,48,14,0
25,82,20,20,51,56,58,12,0
20,79,16,16,46,52,53,11,0
27,86,22,22,60,66,67,5,0
18,76,14,14,41,47,48,19,0
22,81,17,17,49,55,56,5,0
23,81,18,18,49,54,55,11,0
21,80,17,17,48,53,54,2,0
29,87,24,24,61,66,68,5,0
23,82,19,19,54,58,58,12,0
22,80,17,17,48,54,54,9,0
26,86,21,21,59,64,66,4,0
30,88,26,26,63,68,74,9,0
29,88,25,24,65,68,69,7,0
25,85,20,20,60,65,65,8,0
23,82,19,19,54,58,59,9,0
24,84,19,19,55,60,61,10,0
21,79,17,17,47,53,54,12,0
22,80,18,18,49,53,55,14,0
35,85,28,28,58,64,66,14,0
21,79,17,16,47,52,53,18,0
21,80,17,17,47,52,54,13,1
16,73,12,12,38,43,44,20,1
22,81,18,18,50,54,56,10,0
24,81,19,20,50,55,57,14,0
21,79,17,16,46,52,53,5,0
25,82,20,20,51,56,58,13,0
25,82,20,20,51,56,57,14,0
22,80,17,17,47,52,54,11,0
21,81,19,19,47,52,57,20,0
25,82,21,21,49,55,57,15,0
23,81,18,18,50,55,56,16,0
28,82,23,23,51,56,58,13,0
19,72,15,15,37,41,42,9,0
22,83,18,18,50,55,60,10,0
21,79,17,17,47,51,53,12,0
25,84,21,21,56,60,61,10,0
23,81,18,18,49,54,56,7,0
24,81,19,19,49,54,56,15,0
22,82,18,18,50,55,57,4,0
26,82,21,21,51,56,58,18,0
26,87,22,21,60,64,66,9,0
24,85,19,19,55,61,62,4,0
26,85,22,22,55,60,62,4,0
26,85,22,22,57,60,62,4,0
23,82,19,19,53,57,59,13,0
21,80,17,17,47,52,53,4,0
25,85,20,20,56,62,64,6,0
18,61,14,14,37,38,34,3,0
21,80,17,17,48,53,54,21,0
25,85,20,20,59,63,64,5,0
20,80,17,17,45,51,55,9,0
33,87,27,27,61,67,69,1,0
23,82,18,18,52,57,58,9,0
23,82,19,18,51,56,58,7,0
22,80,17,17,49,53,55,12,0
23,81,18,18,50,55,56,16,0
25,85,20,19,56,61,63,5,0
19,81,17,17,40,46,56,15,0
21,80,17,17,48,54,54,4,0
25,83,20,20,52,58,59,12,0
16,72,12,12,36,41,41,19,0
22,80,18,18,49,53,55,20,0
25,85,20,20,58,62,63,5,0
20,78,16,16,45,50,51,9,0
20,77,16,16,43,48,48,5,0
21,80,17,17,47,52,54,5,0
30,85,26,26,59,62,64,12,0
30,89,26,25,68,70,71,7,0
23,81,19,18,52,57,57,7,0
25,82,21,21,52,57,58,17,0
22,82,18,18,52,56,57,5,0
22,81,17,17,49,55,56,9,0
27,83,24,23,55,59,60,17,0
24,82,20,19,51,56,58,13,0
22,81,17,17,52,57,56,11,0
22,83,18,18,51,55,60,7,0
27,85,23,22,60,64,65,4,0
25,85,21,20,57,62,64,6,0
29,84,26,25,58,62,64,6,0
25,83,21,21,56,59,61,12,0
22,81,18,18,51,55,57,5,0
21,79,17,17,48,53,54,22,0
36,86,34,32,61,64,66,4,0
23,82,19,18,52,57,58,5,0
28,85,25,24,60,63,64,10,0
23,84,20,20,51,55,61,4,0
24,83,19,18,53,60,61,5,0
24,85,19,19,56,62,63,5,0
23,81,18,18,50,55,57,12,0
22,82,18,18,53,57,59,9,0
24,82,19,19,52,57,57,12,0
38,85,33,33,62,65,66,21,0
21,79,16,16,45,51,52,20,0
23,80,18,18,50,55,55,24,0
32,82,28,28,52,56,57,24,0
21,80,17,17,48,53,53,12,0
26,82,20,20,52,58,59,13,0
21,81,18,18,46,50,57,10,0
18,76,12,14,42,47,49,25,0
23,82,18,18,52,56,58,6,0
25,85,20,20,54,59,62,9,0
21,81,17,17,47,53,55,1,0
20,78,16,16,45,50,52,9,0
24,84,19,19,55,59,61,6,0
24,84,19,19,55,59,61,8,0
26,85,21,21,57,62,63,6,0
21,79,17,17,47,52,53,9,0
30,84,28,27,56,59,62,10,0
23,82,18,18,50,57,58,12,0
23,82,18,18,53,58,58,5,0
23,83,18,18,51,57,59,14,0
26,88,22,22,62,65,67,5,0
22,80,18,17,49,54,55,15,0
24,84,20,19,56,61,62,5,0
19,76,15,15,43,47,49,11,0
26,83,21,21,53,58,59,11,0
21,79,17,16,48,53,53,7,0
29,88,23,23,62,68,69,5,0
20,78,16,16,45,50,52,14,0
21,80,17,17,48,53,55,2,0
24,82,20,20,52,56,58,10,0
21,79,17,16,47,52,53,1,0
27,85,22,21,57,62,63,6,0
23,81,18,18,51,56,57,14,0
23,81,18,18,50,55,56,6,0
28,87,23,22,62,67,68,4,0
37,92,30,30,73,79,82,7,0
29,88,25,25,64,67,68,7,0
26,86,20,20,61,67,67,7,0
23,83,19,19,55,59,60,6,0
25,85,20,20,59,63,65,6,0
21,79,16,16,47,52,53,12,0
23,81,18,18,49,54,55,13,0
34,85,28,28,57,62,64,10,0
22,80,18,17,53,57,55,18,0
23,81,17,17,50,56,55,18,0
21,79,17,17,47,52,53,6,1
16,66,13,13,32,34,35,15,1
23,82,18,18,52,57,58,10,0
20,77,15,15,45,51,50,14,0
22,80,17,17,49,54,54,10,0
22,82,18,18,51,56,57,11,0
22,80,18,18,49,54,55,13,0
24,83,20,20,54,59,60,8,0
22,80,17,17,52,56,55,8,0
24,82,19,19,55,61,59,11,0
22,80,17,17,48,54,55,13,0
21,80,17,17,51,56,55,12,0
25,83,20,20,54,60,60,13,0
21,78,16,16,47,53,52,9,0
21,80,17,17,49,54,54,12,0
22,81,18,18,48,53,56,13,0
22,81,18,18,50,55,56,10,0
33,86,27,27,58,64,67,6,0
23,81,19,18,54,59,57,12,0
31,83,26,25,54,61,62,14,0
24,83,19,19,54,59,61,9,0
25,85,20,20,59,63,64,7,0
24,83,19,19,55,60,61,9,0
22,81,18,18,52,57,56,13,0
23,81,19,19,53,58,57,8,0
26,82,21,21,52,58,60,16,0
23,83,18,18,55,61,59,7,0
23,81,18,18,53,58,57,11,0
22,81,18,18,52,56,56,3,0
22,80,17,17,48,54,55,19,0
21,79,16,16,48,54,53,13,0
21,81,17,17,48,54,56,2,0
21,79,16,16,47,52,52,11,0
20,77,15,15,43,49,49,7,0
20,77,16,15,45,51,50,9,0
24,84,20,20,56,59,61,10,0
24,85,20,19,61,64,65,4,0
23,82,18,18,57,62,59,11,0
23,82,20,19,55,58,59,6,0
31,92,26,26,77,79,81,5,0
23,84,19,18,55,61,62,6,0
20,77,14,15,37,46,46,13,0
27,84,35,23,64,66,68,12,0
21,79,17,16,48,53,54,5,0
22,80,17,17,49,55,55,17,0
24,82,20,19,54,59,59,20,0
26,86,21,21,60,64,66,10,0
20,75,15,15,39,50,46,4,0
23,85,18,17,54,66,65,10,0
22,81,18,18,51,56,57,15,0
22,80,17,17,49,54,55,20,0
20,78,16,16,44,50,50,13,0
21,79,17,16,48,52,53,13,0
22,81,17,17,50,57,56,14,0
20,78,16,16,47,52,51,10,0
21,77,15,15,44,50,49,10,0
24,84,19,19,55,61,62,5,0
21,79,17,17,49,55,53,14,0
22,80,17,17,48,54,55,16,0
24,82,19,19,52,57,58,16,0
27,85,22,22,61,65,67,12,0
23,80,18,17,50,55,55,22,0
21,80,17,17,47,52,54,9,0
25,84,20,20,58,62,62,7,0
25,83,21,21,55,59,61,12,0
28,85,23,23,58,63,64,9,0
25,84,20,20,56,61,63,10,0
21,80,17,17,48,53,54,16,0
26,85,22,22,61,65,65,10,0
27,84,22,22,57,64,65,17,0
24,83,19,19,53,59,60,9,0
20,77,16,16,46,50,49,15,0
23,81,19,18,51,55,56,18,0
19,74,15,15,37,42,45,10,0
24,84,19,18,58,64,61,8,0
21,79,17,16,48,53,53,14,0
22,81,18,18,51,56,56,11,0
23,84,19,19,53,59,62,6,0
22,81,18,17,52,58,56,18,0
23,82,18,18,55,61,58,15,0
33,89,29,29,68,71,73,4,0
19,76,15,15,44,48,48,17,0
24,82,19,19,54,60,58,13,0
21,79,17,17,48,53,54,17,0
20,78,16,16,47,51,51,16,0
24,84,19,19,56,60,61,9,0
23,82,18,18,56,62,60,6,0
21,80,17,17,51,55,54,2,0
25,82,21,20,57,60,59,11,0
26,81,20,21,56,61,61,18,0
19,76,15,15,42,46,49,17,1
21,79,16,16,49,53,52,12,0
19,76,15,15,44,49,49,15,0
20,76,14,14,47,51,49,10,0
21,79,17,17,47,53,53,17,0
26,83,21,21,54,61,61,12,0
25,83,20,20,55,59,60,9,0
21,79,16,16,50,54,52,11,0
26,83,21,21,59,64,61,11,0
21,81,18,17,48,53,57,11,0
20,78,16,16,48,53,51,10,0
25,82,20,20,54,60,59,12,0
21,80,17,17,50,55,55,6,0
22,80,17,17,50,55,55,14,0
21,79,17,17,47,52,53,13,0
23,82,20,19,51,55,59,11,0
30,86,24,24,55,61,63,3,0
25,82,20,20,56,61,59,14,0
33,84,26,25,54,60,61,10,0
23,82,19,18,51,56,58,10,0
24,85,20,20,57,61,62,5,0
23,82,18,18,52,58,58,9,0
23,81,18,18,53,58,56,13,0
22,81,18,18,51,56,55,8,0
23,82,18,18,49,54,57,11,0
23,82,18,18,54,60,58,12,0
23,82,18,18,53,58,58,9,0
24,82,20,19,54,59,59,11,0
23,81,18,18,50,55,56,18,0
18,74,15,15,43,45,44,13,0
22,80,17,17,49,55,55,16,0
20,77,15,15,46,51,49,13,0
23,82,18,18,52,58,58,12,0
26,86,22,22,60,64,65,8,0
22,82,18,18,53,58,58,4,0
24,83,19,19,57,64,61,8,0
23,81,18,18,51,55,56,13,0
29,92,23,23,71,76,78,2,0
23,84,18,18,54,60,62,6,0
20,78,16,16,46,52,50,15,0
43,90,41,40,78,78,80,8,0
19,76,14,15,39,45,45,7,0
23,82,18,18,52,57,58,14,0
29,83,23,20,57,63,62,17,0
25,84,21,20,57,62,64,4,0
25,87,20,19,64,72,71,5,0
26,85,22,20,61,67,67,7,0
29,86,23,23,61,67,69,15,0
20,77,15,15,44,48,49,8,0
25,83,21,20,58,61,62,16,0
23,81,18,18,53,58,57,13,0
28,84,23,23,59,64,65,20,0
27,85,25,22,60,64,65,13,0
22,81,18,17,51,56,57,17,0
18,73,10,14,39,43,41,24,0
34,90,27,27,73,80,80,12,0
72,86,59,19,61,67,68,5,0
21,80,16,16,46,54,54,10,0
19,72,13,15,36,40,39,2,0
23,80,19,18,51,56,57,20,0
18,73,14,14,38,41,41,17,0
26,86,21,21,63,68,67,10,0
22,80,17,17,50,55,55,13,0
22,81,17,17,50,55,56,10,0
25,85,20,20,57,63,65,7,0
21,80,17,17,49,55,54,14,0
26,83,21,20,54,59,60,13,0
23,81,18,18,49,55,56,17,0
27,86,22,22,59,64,66,9,0
24,81,19,19,51,55,56,19,0
21,80,17,17,46,51,55,8,0
23,82,18,18,53,58,58,6,0
30,85,25,24,59,64,66,11,0
29,85,24,23,59,64,65,9,0
21,79,16,16,46,51,52,17,0
21,79,17,16,47,52,53,15,0
30,86,26,26,63,67,67,13,0
32,88,26,25,62,69,70,10,0
22,80,17,17,49,53,54,10,0
24,83,18,18,54,61,61,8,0
23,80,18,18,50,55,55,20,0
21,78,16,16,48,53,51,11,0
24,83,19,19,57,64,60,13,0
21,80,17,17,49,54,54,14,0
22,80,18,18,50,55,56,17,0
25,84,21,21,58,62,64,12,0
25,84,19,19,56,63,61,14,0
23,82,18,18,54,60,58,14,0
32,89,27,27,66,69,72,2,0
21,79,17,17,49,54,54,14,0
24,81,18,18,53,59,57,16,0
23,81,18,18,50,56,57,16,0
23,82,18,18,53,57,57,17,0
23,83,19,19,54,58,59,12,0
22,81,18,17,54,59,57,8,0
23,84,18,18,59,64,62,2,0
22,80,17,17,50,56,55,14,0
29,85,24,24,60,63,64,15,0
19,62,15,15,39,36,30,6,1
18,69,14,14,33,37,37,17,1
21,79,16,16,48,53,53,11,0
20,76,15,15,47,52,48,13,0
20,78,16,16,46,51,51,10,0
23,81,18,18,51,56,57,17,0
27,84,21,21,56,61,62,10,0
25,84,21,21,56,61,61,7,0
19,75,15,15,45,49,47,10,0
23,81,19,18,55,59,56,15,0
21,80,17,17,49,53,55,9,0
20,77,16,16,46,52,49,10,0
23,81,19,18,51,57,57,9,0
21,80,17,17,48,55,55,5,0
23,82,19,18,53,57,58,12,0
21,78,16,16,47,52,52,15,0
22,81,18,18,49,54,55,12,0
35,86,27,27,60,67,67,5,0
22,80,18,17,52,57,55,13,0
32,84,26,26,55,61,62,6,0
24,83,19,18,53,59,60,7,0
23,84,19,19,55,59,61,6,0
23,81,18,18,52,58,57,15,0
20,78,16,16,47,52,51,17,0
20,77,15,15,46,52,49,8,0
28,84,22,22,56,62,64,13,0
20,78,16,16,47,53,50,15,0
23,83,19,19,55,59,59,7,0
26,84,22,21,59,63,63,6,0
23,82,19,19,52,57,58,15,0
19,75,16,16,47,49,47,12,0
22,80,17,17,49,54,54,13,0
20,77,15,15,47,51,49,14,0
25,83,20,20,55,60,61,10,0
26,85,21,21,57,63,64,7,0
22,81,18,17,51,56,56,10,0
22,81,18,17,54,59,56,8,0
20,79,16,16,47,52,52,13,0
29,91,24,24,69,73,76,3,0
23,82,18,18,52,57,59,7,0
21,79,17,16,50,56,53,14,0
34,85,31,30,61,64,66,2,0
17,70,13,13,34,39,38,11,0
23,81,18,18,51,56,57,16,0
23,80,18,18,51,56,55,18,0
24,82,19,19,52,57,58,3,0
33,87,26,21,67,73,74,4,0
27,87,23,22,64,68,69,7,0
26,83,21,21,55,60,62,18,0
27,87,21,21,59,64,65,9,0
22,81,18,18,51,55,56,13,0
24,82,19,19,53,58,59,15,0
32,85,29,27,64,67,68,11,0
23,82,18,18,52,57,57,14,0
27,83,26,22,58,64,63,10,0
51,93,42,40,78,86,87,10,0
29,85,26,21,59,65,67,5,0
19,74,14,14,37,42,43,17,0
20,76,16,16,43,48,47,1,0
27,82,23,21,54,59,61,19,0
22,81,18,18,52,58,58,13,0
25,84,20,20,59,64,64,11,0
23,82,18,18,51,56,58,14,0
23,82,19,19,52,56,58,17,0
21,79,17,16,49,53,53,13,0
21,79,16,16,51,55,53,18,0
20,76,16,16,46,50,47,4,0
22,81,18,17,52,57,57,10,0
24,81,18,18,52,58,59,21,0
22,80,17,17,48,55,55,10,0
